106
unassigned_transcript_5034	5541613	5541699	5387856	1	1	94	94
unassigned_transcript_5035	5541829	5541915	5541699	1	1	95	95
unassigned_transcript_5247	5798559	5798634	5541915	1	1	96	96
unassigned_transcript_5259	5809969	5810044	5798634	1	1	97	97
unassigned_transcript_5281	5835081	5835479	5810044	2	1	98	98
unassigned_transcript_5329	5884319	5884501	5835479	1	1	99	99
unassigned_transcript_5420	5986119	5986169	5884501	1	1	100	100
unassigned_transcript_5474	6039583	6039702	5986169	2	1	101	101
unassigned_transcript_5475	6039845	6042735	6039702	2	1	102	102
unassigned_transcript_5476	6042962	6043037	6042735	2	1	103	103
unassigned_transcript_5477	6043066	6043142	6043037	2	1	104	104
unassigned_transcript_5478	6043207	6044742	6043142	2	1	105	105
